"","id","fsecurity","fexpend","hhsize","female","kids","elderly","black","hispanic","education","employed","married","disability","weight"
"70",20181002375600,NA,NA,3,2,0,0,0,0,1,3,0,0,7197.5838
"71",20181002379000,NA,NA,3.4,3,3,0,0,5,0,1,2,0,10525.0725
"72",20181002380000,0,140,1,0,0,0,0,0,1,1,0,0,2217.079
"73",20181002380100,0,25,2,1,0,2,0,0,1,0,2,0,3968.4098
"74",20181002381500,NA,NA,1,1,0,0,0,0,0,1,0,0,2140.9329
"75",20181002382800,0,20,5,2,3,0,0,0,1,2,2,0,11404.309
"76",20181002386200,0,50,3,2,2,0,0,0,0,2,0,0,5889.5931
"77",20181002387100,NA,NA,2,1,0,0,0,0,2,1,2,1,4288.6346
"78",20181002387400,0,105,2,1,0,0,0,0,2,2,2,0,3990.6668
"79",20181002389000,0,220,1,0,0,1,0,0,0,0,0,0,2094.7747
"80",20181002389300,NA,NA,4,3,2,0,0,0,0,1,2,0,7928.224
"81",20181002391200,0,0,1,0,0,0,0,0,0,1,0,1,2223.8663
"82",20181002392000,NA,NA,4,2,2,0,0,4,0,1,2,0,7798.0156
"83",20181002392700,0,40,1,1,0,0,0,0,0,0,0,1,1994.08
"84",20181002393400,0,60,1,1,0,1,0,0,1,0,0,0,1878.9354
"85",20181002393800,0,52,5,2,3,0,0,0,0,1,2,0,9910.28
"86",20181002397000,0,53.3333333333333,3,1,1,0,0,0,2,2,2,0,6701.319
"87",20181002397700,0,40,1,0,0,1,0,0,0,0,0,0,2140.1162
"88",20181002399500,0,4,1,1,0,1,0,0,1,0,0,1,1941.4027
"89",20181002399800,0,0,3,1,0,2,0,0,0,1,2,0,6671.5989
"90",20181002400100,0,70,1,0,0,1,0,0,1,0,0,1,2211.5238
"91",20181002400600,0,36,5,3,2,0,0,0,1,3,2,0,10534.957
"92",20181002401900,1,0,1,1,0,1,0,0,0,0,0,1,1855.677
"93",20181002402300,NA,NA,2,1,0,2,0,0,1,2,0,0,3966.8488
"94",20181002405000,0,65,2,1,0,0,0,0,2,2,2,1,3990.6668
"95",20181002407800,0,40,1,1,0,1,0,0,0,0,0,0,1878.9354
"96",20181002407900,0,100,1,1,0,1,0,0,0,0,0,0,1941.4027
"97",20181002408900,0,70,2,1,0,0,0,0,1,1,2,0,4182.9476
"98",20181002409100,0,80,1,0,0,0,0,0,1,1,0,0,1871.6492
"99",20181002409200,3,40,3,1,1,0,0,3,0,0,2,0,5975.103
"100",20181002409300,0,0,2,1,0,1,0,0,1,2,2,0,4182.9476
"101",20181002410600,0,31.4285714285714,7,5,1,0,0,0,1,4,2,0,14748.9398
"102",20181002410800,0,70,1,0,0,0,0,0,0,1,0,0,1908.3958
"103",20181002411000,NA,NA,1,1,0,1,0,0,0,0,0,0,1983.4244
"104",20181002414800,0,90,2,1,0,0,0,0,0,2,2,0,3847.3736
"105",20181002415000,0,20,1,1,0,0,0,0,0,1,0,0,2096.733
"106",20181002419400,0,35,2,1,0,0,0,0,2,2,2,0,4688.2868
"107",20181002419500,0,30,1,1,0,1,0,0,0,0,0,0,2077.0161
"108",20181002420100,0,55,2,1,0,0,0,0,2,2,2,0,4564.2462
"109",20181002421900,0,160,1,0,0,0,0,0,2,2,0,0,3824.3222
"110",20181002422900,0,0,1,0,0,0,0,0,1,1,0,0,2256.9999
"111",20181002424400,NA,NA,1,1,0,0,0,0,0,0,0,0,2216.8894
"112",20181002426400,0,100,2,1,0,2,0,0,2,0,2,0,4020.3704
"113",20181002427100,0,75,2,2,0,0,0,0,2,2,0,0,4776.9772
"114",20181002428800,0,0,7,2,4,0,0,7,0,3,2,0,17298.6912
"115",20181002429400,0,115,2,1,0,0,0,0,1,2,2,0,4302.815
"116",20181002430500,0,40,1,1,0,1,0,0,0,0,0,0,1982.3282
"117",20181002430600,NA,NA,2,1,0,1,0,0,0,1,0,0,4444.3694
"118",20181002431000,NA,NA,4,3,0,0,0,4,1,4,2,0,10853.9868
"119",20181002431300,0,40,1,1,0,1,0,0,1,0,0,0,2077.0161
"120",20181002432400,0,33.3333333333333,3,3,2,0,0,0,0,1,0,0,5892.7167
"121",20181002433200,NA,NA,1,1,0,1,0,0,0,0,0,1,1982.3282
"122",20181002433300,0,57.5,4,1,0,0,0,0,1,4,2,0,8945.334
"123",20181002433400,0,125,2,1,0,0,0,0,0,1,2,0,4302.815
"124",20181002433900,0,7.5,4,2,2,0,0,0,2,2,2,0,11122.7756
"125",20181002435500,0,120,1,0,0,0,0,0,1,1,0,0,2324.3794
"126",20181002435700,0,35,2,1,0,0,0,0,2,2,2,0,5481.9684
"127",20181002436800,0,80,1,0,0,0,0,1,1,1,0,0,3098.514
"128",20181002436900,0,30,1,0,0,0,0,0,1,1,0,0,2416.539
"129",20181002439200,0,20,5,2,3,0,0,0,0,2,2,0,11404.309
